In the Far East there was a Great King | No Extremo Oriente havia um Grande Rei
accuracy for payroll, or learning a new software, or learning a new compliance standard? So the more that | alta precisão em payroll, ou aprender um novo software, ou aprender um novo padrão de compliance? Então, quanto mais
you can demonstrate kind of the ability to adapt and learn and grow quickly, those are the types of things | você conseguir demonstrar a capacidade de se adaptar, aprender e evoluir rapidamente, esse é o tipo de coisa
that I think that people look for when they are being a little bit more flexible. But outside of the AI, | que eu acho que as pessoas procuram quando estão sendo um pouco mais flexíveis. Mas, além da IA,
because a lot of candidates do get lost in applicant tracking systems, I would also say think about who do | como muitos candidatos acabam se perdendo nos sistemas de rastreamento de candidatos, eu também diria: pense em quem
you know at that particular company to maybe have them refer you or are you reaching out specifically to | você conhece naquela empresa para talvez pedir uma indicação, ou se você está entrando em contato diretamente com
the manager or the HR professional that's posting the position and making sure that your resume isn't | o gestor ou o profissional de RH que publicou a vaga, garantindo que seu currículo não
getting lost in the shuffle. | se perca no meio do volume.
Because I think on the flip side, there's so many people that don't have any relevant payroll skills that are | Porque, por outro lado, eu acho que há muita gente que não tem nenhuma habilidade relevante de payroll e está
submitting for these types of roles. | se candidatando para esse tipo de vaga.
And so, I think as a job seeker, how can you be a little bit more proactive and not rely on just submitting your | Então, como candidato, como você pode ser um pouco mais proativo e não depender apenas de enviar o seu
resume and hoping that it works out for you and the AI filters do their thing? | currículo e torcer para dar certo, enquanto os filtros de IA fazem o trabalho deles?
Nina Talley: It goes back to the human component as well, networking and being proactive. | Nina Talley: Isso volta também para o lado humano: networking e proatividade.
Abby Thompson: Absolutely. | Abby Thompson: Com certeza.
Yeah, and I think that's the best advice for any type of job seeker in today's market. | Sim, e acho que esse é o melhor conselho para qualquer candidato no mercado de hoje.
There's too many layoffs and too many people applying for jobs. | Há muitas demissões e muita gente se candidatando.
And the more proactive you can be, I think the better. | E quanto mais proativo você for, melhor.
And then you're not as dependent on having, you know, the AI make the decision on whether you are a right fit or not. | E você não fica tão dependente de, sabe, a IA decidir se você é ou não um bom fit.
And that's such a good point, and that is what AI is always going to miss as advanced as it gets. | E esse é um ponto muito bom: é isso que a IA sempre vai deixar passar, por mais avançada que fique.
There is something intangible to humanity that is about culture, is about their willingness to learn and flex and be | Existe algo intangível no ser humano: a cultura, a disposição de aprender, de ser flexível e de
adaptable. | se adaptar.
And I think that's always an important thing to remember when we talk about AI and it encroaching in these spaces. | E acho que é sempre importante lembrar disso quando falamos de IA ocupando esses espaços.
Abby Thompson: Absolutely. | Abby Thompson: Com certeza.
Nina Talley: So there's a lot of conventional wisdom about what are red flags, things like job hopping or gaps in | Nina Talley: Existe muita “sabedoria convencional” sobre quais são os sinais de alerta, coisas como trocar muito de emprego ou ter gaps
employment history. | no histórico profissional.
How much of that is still true today and how has the employer perspective changed in recent years about those sort of | Quanto disso ainda é verdade hoje e como a visão dos empregadores mudou nos últimos anos sobre esse tipo de
conventional ideas of red flags? | ideia convencional de sinais de alerta?
Abby Thompson: Yeah, I think people are getting a little bit more flexible. | Abby Thompson: Sim, acho que as pessoas estão ficando um pouco mais flexíveis.
I think five years ago, multiple moves really raised a lot of eyebrows, but now it's more about being able to | Acho que, cinco anos atrás, muitas mudanças chamavam muita atenção, mas agora é mais sobre conseguir
communicate why you made each move and for there to be consistency in the story and messaging. | comunicar por que você fez cada mudança e ter consistência na história e na mensagem.
I think if we look back at what the average tenure was for payroll, it used to be around five to seven years with | Se olharmos para trás, a permanência média em payroll costumava ser em torno de cinco a sete anos para
someone with 10 plus years of experience. | alguém com mais de 10 anos de experiência.
And now today we're looking at with someone with 10 plus years of experience, they're going to have kind of an | E hoje, para alguém com mais de 10 anos de experiência, estamos vendo uma
average of four years of tenure. | média de cerca de quatro anos de permanência.
And then when we drop that down to maybe looking at someone that has three to five years of experience, the average | E quando baixamos isso para alguém com três a cinco anos de experiência, em média
person already has had three jobs. | essa pessoa já teve três empregos.
So if you're looking for someone with three to five years of experience, you're likely hiring someone that has three | Então, se você procura alguém com três a cinco anos de experiência, é bem provável que esteja contratando alguém que teve três
to four jobs. | a quatro empregos.
And people just have to understand, again, just because someone has moved around a lot doesn't necessarily mean that | E as pessoas precisam entender, de novo: só porque alguém mudou muito, isso não significa necessariamente que
they are a job hopper or they're a flight risk or not a good employee. | seja “job hopper”, um risco de sair rápido, ou um mau colaborador.
We actually had an example of one of our recruiters in the Houston market who had a candidate that on paper was great. | Na verdade, tivemos um exemplo: uma das nossas recrutadoras no mercado de Houston tinha um candidato que, no papel, era ótimo.
They had some of the best references, they had good experience, but the recruiter could not get behind and support the | Ele tinha algumas das melhores referências, tinha boa experiência, mas a recrutadora não conseguiu endossar e apoiar o
candidate because they didn't understand the story or feel like it was consistent. | candidato porque não entendeu a história ou não sentiu que ela era consistente.
So I think it's always important to be able to show your track record of why you've made changes and to be able to | Então, acho que é sempre importante conseguir mostrar seu histórico de por que você fez mudanças e conseguir
